result,cleaned
1,"ผมมั่นใจมากว่า ถ้าเป็น จีน มันขุดไปนานแล้ว

ดีไม่ดี ขุดตั้งแต่สมัย เหมา แล้ว

เรามันคิดช้า ทำช้า"
-1,"มีด้วยหรือ คนนั่งเรือข้ามไปมา สะดวกสบาย

ฤดูมรสุมที่ตรงข้ามกัน อันดามันฝนเยอะ อ่าวไทยจะฝนน้อยสลับกัน
ทำให้แหล่งเที่ยว มันพีคคนละช่วงเวลา
เป็นนักท่องเที่ยวจริงๆ จะเที่ยวตอนฝนตกรึ
ถามหาคนเที่ยวก่อนละกันก่อนไปความคุ้มค่า

ที่เที่ยวคนละแบบ มาคนละที อยู่ให้นาน ดีแล้วมีความหลากหลาย อย่าทำให้มันยุบเป็นลย ทำเงินน้อย"
1,ถ้าคุณคิดเช่นนั้นก็แล้วแต่คุณครับ    แต่ผมมองว่ายิ่งทำให้สะดวกมันก็ยิ่งมีคนมา
1,"คลองไทย จะย่นระยะทางได้ 7 กม
แต่การผ่านคลอง ต้องจอดรอนำร่องขึ้นลงเรือ
ในคลองใช้ความเร็วต่ำ  
ฝั่งอันดามัน เกาะแก่งเยอะ ต้องวิ่งแบบซ้าย ขวา 
ระยะเวลาที่ประหยัดได้ จะอยู่ที่  ชั่วโมง

เรือสินค้า ยุโรป  จีนญี่ปุ่นเกาหลี
ใช้เวลาวิ่ง  วัน
คลองไทยประหยัดเวลาได้ เทียบกับสินค้าที่ไปส่งสิงคโปร์ หายไปหลาย 

ถ้าขุดคลองไทย เรือจะมี เส้นทาง
ผ่านคลองไทย
ผ่านสิงคโปร์
สินค้าจากยุโรปจีนเกา ที่จะไปส่งสิงคโปร์
เค้าก็ส่งขึ้นเรือที่ไปสิงคโปร์เหมือนเดิม
เรื่องที่จะส่งขึ้นเรือผ่านคลองไทย แล้วต่อเรือเล็กไปสิงคโปร์  ความเป็นไปได้แทบไม่มี

เรือที่อาจจะผ่านคลองไทย คือ เรือที่เดิมไม่จอด มาเลสิง
เช่น เรือน้ำมัน  จากแถวซาอุ ไปส่ง จีนญี่ปุ่นเกา
เรือสินค้าจากยุโรปบางเส้นทาง ที่จอดแถวอินเดีย
แล้วข้ามไปจอดที่จีน  ไม่จอดสิง

คลองที่ซาอุจะขุด กว้าง เมตร ยาว  กม ลึก 1เมตร

คลองไทย กว้าง 3  เมตร คลองขนาน
ยาว กม  ลึก 3เมตร
ปริมาณดินที่จะขุด ก็มากกว่าคลองซาอุ  เท่าแล้ว

ด้านที่ดิน ซาอุเป็นชายแดน ทะเลทราย ไม่มีคนอยู่
ที่ดินน่าจะฟรี ไม่ต้องเวณคืน  ดินที่ขุดก็น่าจะถมเอาข้างคลองตามสบาย

ส่วนไทย  คลองห่างกัน กม รวมความกว้างคลอง
ต้องเวณคืนที่ดิน กว้าง กม ยาว กม
คิดเป็นที่ดิน 1ไร่  
บางตำบลอาจจะโดนยกตำบล

ดินที่ขุด เอาไปถมทำเกาะเทียม เกาะ  
รัศมีเกาะละ 3กม
ค่าขนดินระยะทางเฉลี่ย  กม  เอาไปถมทำเกาะ
นี่จะเท่าไหร่กันนะ

อยากขุดคลองทำท่าเรือแข่งกับสิงคโปร์
แต่ค่าก่อสร้าง บอกคิดค่าขุดคลองอย่างเดียว
อย่างอื่นไม่ต้องเอามาคิดด้วย   มันแปลกดีนะ
จะใช้คนแบกตู้มากองกับดินหรอ"
1,"จีนสร้างรถไฟเชื่อมตะวันออกกลางจนถึงยุโรป ขนส่งน้ำมันใช้ท่อ เลิกง้อเรือเดินสมุทร
ค่าใช้จ่ายในการขนส่งทางรางไม่ได้มากกว่าส่งทางเรือ แต่เร็วกว่า ปลอดภัยกว่า"
-1,ส่วนตัวคิดว่าขุดตอนนี้มันสายไปแล้ว ไม่คุ้มหรอก
-1,"เหนข่าว แบงค์ชาติ ออกข่าวการ
ทำ บิทคอย ใช้เอง

หาก ออกแบบให้ดี  มีความเปน object oriented
จะสามารถ  ยกตนออกจากปัญหา การ hack เพื้อ
เอาไปใช้ หรือ สร้างความไม่เปนที่ ต้องการของ
ตลาดมืด ทุกอย่างที่มักมี การสนับสนุนให้
เกิด พฤติกรรมผิดมนุษยมนา ต่างๆ

และ หากสามารถทำได้อย่างนั้น จะสามารถ
เอามาใช้ ควบคุมการใช้จ่ายงบประมาณ ไม่ให้
มีการ รั่วไหล เกิด คอรัปชั่น

ตัว หน่วยเงิน  ควรมี ตัวตนเสมือน อันทำลาย
หรือ ทำให้หายไปไม่ได้  

พูดในเชิง physical คือ แต่ละหน่วยมูลค่า
ของ bit coin จะมี  ตัวฐานความเปนตัวตน
อยู่ที่  data server หนึ่ง bit coin ต่อความ
เปน หนึ่ง database ซึ่งจะมี entity เกี่ยว
กับ loging การยักย้าย ถ่ายโอน ไม่ต่ำกว่า
 ปี  

จะคนละแบบกับ  การเปน  loging ใน สมุด
บัญชีแบบเดิมๆ ที่ ขยุ้มมูลค่าเปน จำนวนรวม

อย่างไรก้ดี   ก้ควรออกแบบ เปิดทางให้
พ้นการ tracking ได้   ผ่านการ เบิกออก
ไปเปน วัตถุ  ซึ่ง  ควรเปน sim ที่ระบุ
id ของ ตัวตนเงินเสมือน และควร ฝังระบบ
gps ลงในวัตถุที่ใช้  ถ่ายโอนผ่าน มือมนุษย์
จนกว่า  จะกลับคืนสู่ระบบ ผ่านการฝาก
เข้าทาง เคาเตอร์ธนาคารทั่วไป

bit coin ไทย จึง สามารถ track ได้
จาก ทุกหน่วยเงิน  จึงหมดความเปน
ที่ต้องการของ มิจฉาชีพทุกชนิดในโลก

แต่ก้ยัง พอยืดหยุ่น  เปลี่ยนผ่านมือ 
โดย ไม่ทราบจำนวนมือที่ผ่านได้บ้าง
แต่ จะทราบสถานที่ ที่เคลื่อนย้ายไป
ได้ตลอด

เพื่อสร้าง ความน่าเชื่อถือ อีกทั้ง ทำลาย
หรือ สูญหายไม่ได้

อันจะมี ประโยชน์อย่างมากต่อการ
ต้าน มิจฉาอาชีวะ ทุกรูปแบบ

และ ถ้าดีพอ  ก้เสนอให้  เฟสบุค ใช้
bit coin ของไทย  เพื่อเปนตัวแทน
ปราบ คอรัปชั่นให้กับ โลก"
1,"จับแพะชนแกะ ความรู้งูๆปลาๆ

ถ้าเจตนาดี ควรศึกษาหาความรู้ให้รู้จริงเสียก่อน"
-1,"เข้าใจผิดแล้ว มันเป็นภัยคุกคามต่อรัฐ เพราะ bitcoin มันไม่สามารถระบุเจ้าของได้ หาระบุตัวได้ก็ไม่สามารถยึดทรัพย์ได้หากไม่ได้รหัสมา

ตอน bitcoin ราคาขึ้นมักจะมีกระทู้อวยมา รอบก่อนก็ก็เหมือนกันอวยกันไม่ลืมหูลืมตา ส่วนใหญ่ซื้อไว้แล้วมาอวย"
1,"บ่นไร ไม่รู้เรื่อง บิตคอน มันใช้เทคโนโลยี ที่เรียกว่า บล๊อกเชน

ถ้าไทยจะใช้บล๊อคเชนทำเงินดิจิตอลใช้เอง มันก็ไม่ใช่บิตคอน  

แล้วเมืองนอกจะมาใช้ เงินเสมือนของไทยทำไม  งง

เขาก็ทำเขาเองซิครับ

อย่างจีนก็จะทำเหมือนกัน  ทุกประเทศทำได้ทั้งนั้น

แหละ แต่ทำแล้วคนจะเชื่อถือไหมแค่นั้นแหละ"
1,อ่านข่าวให้เข้าใจก่อนกว่าเนอะ แล้วศึกษาให้เข้าใจเกี่ยวกับเงินดิจิทัล และบล็อคเชนเนอะสู้ๆ
1,"จินตนาการบนความรู้สร้างนวัตกรรม
จินตนาการบนความไม่รู้คือฟุ้งซ่าน"
1,"อีกอย่างเงินดิจิตอลมันจะมาเกี่ยวกับคอรับชั่นหรือป้องกันคอรับชั่นอะไร ไม่เกี่ยว

เงินปกติ จริงๆก็ป้องกันการคอรับชั่นได้  ตรวจสอบได้เหมือนเมกาไง ม้นตรวจสอบได้ว่าประเทศไหนไม่ทำตามมัน ไปค้าขายกับประเทศที่เมกาแบน

เมกามันควบคุมการเงินโลกได้"
-1,มึนกับบทความ วกวน เวียนไปมา  ระบบการเงินและระบบบัญชี ที่ตรวจสอบที่มาที่ไปไม่ได้ มันคือ การทุจริตในตัวของมันอยู่แล้ว
1,คนอื่นตอบหมดแล้ว 555
-1,"ผิดตั้งแต่หัวข้อกระทู้

Bitcoin นี่ แหล่งฟอกเงินในฝันเลยต่างหาก"
-1,เพ้อเจ้อ ดีครับ
0,
-1,"แบงค์าติทำบิตคอยน์ 
เรียกให้ถูกและศึกษาก่อนดีกว่าเนอะ"
1,"คือเราอยู่มยากหาเงินเองพอเก็บนิดๆหน่อยๆค่ะ เพราะทางบ้านมีปัญหาเรื่องค่าใช้จ่ายสูงมากเลยค่ะ เราลองมาคำนวณดูแล้วมันไม่พอใช้จ่ายเพราะต้องจ่ายค่าอะไรหลายๆอย่าง เงินเดือนพ่อกับแม่ก็ไม่ได้มากเท่าไหร่ค่ะ ตอนเเรกมันก็ไม่ได้หนักขนาดนี้แต่พอเงินเก็บเริ่มจะหมดมันก็หนักขึ้นเรื่อยๆจนพ่อแม่ทะเลาะกัน เราที่ฟังเขาทะเลาะกันตลอดก็มีคิดเล็กคิดน้อยเพราะเราก็เป็นส่วนหนึ่งที่ทำให้ค่าใช้จ่ายสูงเพราะค่าเทอมและอะไรหลายๆอย่าง เลยอยากถามว่ามีงานหรืออะไรไหมที่สามารถหาเงินได้โดยที่ไม่ใช่งานพาร์ททามเพราะแถวบ้านไม่มีค่ะ เราก็พอมีความสามารถอยู่นิดหน่อยค่ะ เช่น เต้น เล่นกีต้าร์ หรือมีแข่งขันตอบปัญหาที่ได้เงินไหมคะเน้น วิทย์กับคณิตนะคะ ภาษาก็พอได้นิดหน่อยค่ะแล้วก็สามารถสร้างเกมจากโปรเเกรมpower pointที่ง่ายๆได้อยู่ค่ะ แนะนะด้วยนะคะ ขอบคุณค่ะ หนูอยู่มะคะ😊
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น
1,"ปัจจุบันผมอายุ  ปี ครับผม เป็นพนักงานบริษัทแห่งหนึ่ง ผมอยากได้โน๊ตบุ๊ค ราคา บาท สักเครื่องครับ 

ตอนนี้ฐานเงินเดือนผมคือ  บาท ถ้ารวมโอที และค่าอื่นๆ รวมในสลิปเงินเดือนคือ บ กว่าๆ ครับ อายุการทำงาน เดือนกว่าๆครับ บรรจุแล้วครับ

ผมอยากทราบว่า ผมจะสมัครบัตรอิออลได้ไหมครับ อยากสมัครเพื่อผ่อนโน๊ตบุ๊ค ราคา บ พอจะได้ไหมครับ จะผ่านไหมครับ 

เพราะตอนนี้ผมมีภาระผ่อนมอเตอร์ไซค์ คัน งวดล่ะ  บเดือนครับ

ผมอยากทราบว่าจะสมัครอิออนผ่านไหมครับผม
ต้องทำยังไงบ้างครับ"
-1,"ไม่แน่ใจว่าบัตรกดเงินสดต้องใช้เงินเดือนเท่าไหร่นะ แต่บัตรเครดิตไม่ได้แน่ๆ เพราะบัตรเครดิตต้องเงินเดือน 1

ที่นี้ผมเองก็ไม่รู้ว่าพวกบัตรผ่อนอื่นกับบัตรเงินสดมันใช้ยังไงได้บ้าง เพราะส่วนตัวเคยศึกษาแล้ว ข้อจำกัดเยอะเนื่องจากเรื่องการคิดอกเบี้ยนั้นแหละ เลยไม่เคยมองอีกเลย"
1,"ลองยื่นใบสมัครดู ไม่เสียหายครับ
เพราะถ้าถามว่าจะสมัครได้ไหม จะผ่านไหม ไม่มีใครบอกได้"
-1,"เอาทีละ อย่างพอครับ
เดี๋ยวจะเหนื่อยเกินไป

ให้รายได้มากกว่านี้ก่อน
ไม่อยากให้ลำบากเกินไป
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
-1,อายุแค่นี้รายได้เพิ่งมีจะสร้างหนี้ล่ะ
-1,อายุแค่นี้รายได้เพิ่งมีจะสร้างหนี้ล่ะ
-1,ถ้าเอาตามนักลงทุนทีประสบความสำเร็จเขาจะเอาอันที่ความเสี่ยงน้อย ได้ผลกำไร แต่ไม่ได้บอกสูง เพราะงั้นเป็นผมจะไม่ลงทุนครับ มันจะเหมือนพวกแมงเม่าก่อนเราคิดจะได้กำไรคิดด้วยครับว่าขาดทุนขึ้นมาทำไงอ่ะ ก็ต้อง SL ไป อันนี้มันขึ้นมามากแล้วโอกาสตกมันเยอะ ชี้นำเฉยๆนะครับ ผมก็ไม่รู้เหมือนกัน พวกนี้นคาดเดาไม่ได้รอกครับ
1,ซื้อได้แต่จะดอยไปจนลูกบวช
1,"ทีแรกผมก็คิดว่าจะดอยขึ้นไวมาก เลยปล่อยไปที่ บาท

แต่เห็นทำนิวไฮอีก เลยเข้าที่ ตอนนี้ยังกอดไว้อยุ่

อยากเข้าก็เข้านะครับ เดียวไป จะเสียดายเอา"
1,"ถ้าเก็งกำไรก็พอได้ ด้านพื้นฐานผมขี้เกียจดู

Risk to reward ratio สำหรับผมค่อนข้างคุ้มทุนครับ แต่ผมอาจรอคอนเฟริมจากแท่งถัดไปอีกทีถ้าจะเข้าซื้อ

แต่ถึงคุณจะซื้อ ก็ไม่ได้หมายความว่าคุณจะกำไร เพราะจุดขายเราอาจไม่เหมือนกัน ซื้อแพงเพื่อไปขายแพงกว่า

ปลอ้างอิงจาก day"
-1,ผมไม่กิน เลยไม่ซื้อ
1,ซื้อได้ครับ เป้า 3บาท
-1,เหนื่อยมั้ยครับ ที่ต้องมาตั้งกระทู้บอทแบบนี้ทุกวัน  วันละหลายกระทู้
1,รายย่อยเล่นน้อย ต้องชวนรายย่อยซื้อไม่งั้นจะขายหุ้นให้ใครต่อ
-1,เห็นคนยังเข้าไปกินอยู่นะครับ ขยายสาขาเรื่อยๆเลย ขนมเขาอร่อยจริงครับ ขนาดคนเลียนแบบเยอะมากตัวบิงซู พอลองจริงๆสู้ของAu ไม่ได้ครับ
1,"เราจะซื้อรถเก๋งสักคัน ตอนแรกแฟนบอกจะช่วยผ่อนด้วย แต่เราจะะซื้อเงินสด ซื้อด้วยเงินตัวเองง ทุกบาททุกสตางค์  เผื่อวันไหนวันนึงเกิดเลิกกันละจะลำบากเลยลงทุนซื้อเองดีกว่า  หนูคิดถูกใช่ไหมคะ

แล้วค่อยให้แฟนเราเนี่ยจ่ายค่า บำรุงรักษาอื่นๆแทนดีไหม เช่น ค่าประกัน ค่าน้ำมัน บลาๆๆ"
1,หรือจะช่วยกันผ่อนเหมือนแฟนเราบอก อะไรโอเคกว่ากันคะ
1,"ยังไม่ได้แต่งงาน เป็นเรื่องเป็นราว  ผ่อนรถ  คุณผ่อนเถอะ หรือจะซื้อสดเลยก็แล้วแต่

ให้แฟนเค้าช่วย ออกค่าน้ำมัน ค่าซ่อมบำรุง เช่น เข้าศูนย์ทุกหมื่นโล  เปลี่ยนยางทั้งชุด เส้น ทุก โล ฯลฯ  อะไรประมาณนี้"
1,ตั้งทู้แบบนี้แปลว่ายังเป็นแค่เเฟน  ถ้าเเฟนจะมาช่วยออกแค่เศษเงิน ออกไม่ถึงครึ่งคัน จ่ายเองเถอะ
-1,ตามนั้น เราเคยเห็นผช เอารถผญ ไปขับบอกใครๆว่ารถตัวเอง แล้วก็มีใหม่ เฮ้อออ สังคม
-1,"เคยเห็นนะครับ

ผู้หญิงซื้อรถแต่ขับรถไม่เป็น ผู้ชายจึงเอารถไปใช้
ผู้หญิงโดนหลอกว่าให้ใช้ชื่อผู้ชายซื้อ เพราะผู้ชายเป็นคนขับคนใช้รถ
ด้วยความรักหรือหลงก็ไม่ทราบผู้หญิงจึงเชื่อตามนั้น

ผู้ชายเอารถคันนี้ไป แล้วก็ไปมีเมียใหม่ รถก็ไม่เอามาคืน


แค่เล่าสู่ฟังนะครับ
ถ้าไม่ถูกใจก็ขออภัยด้วย"
1,หุ้นตัวนี้ใช่หุ้นviมั้ย อนาคตเด้งไหมหนอ
1,"เจ้านี้ทำได้อยู่แล้ว และก็ทำอยู่แล้วครับ
เคยเอาเครื่องดื่ม ชาหลาม ไปตั้งธงที่ไซปรัส เมื่อสิบกว่าปีก่อน ตอนนั้นก็คงอยากไปแล็มๆ Red Bull ล่ะครับ

แต่องค์กรเก่าแก่ เคลื่อนตัวช้า ขอเวลาหน่อย

ตอนนี้เข้าตลาดฯ แล้ว  ต้องให้ระยะเวลาปรับตัว
คิดว่าปรับตัวเต็มที่แล้ว การก้าวก็จะเร็วขึ้น

ถ้าเทียบกับเครื่องดื่มพลังควาย ตัวนี้มีผลิตภัณฑ์ที่หลากหลายกว่าครับ
และยอดขายรวมก็มากกว่าเท่าหนึ่ง แต่บาวเองก็อัตราเติมโตสูงมากในช่วง ปีที่ผ่านมาจนเป็นคู่แข่งที่ดูน่ากลัวขึ้นทันที

ที่สำคัญ บริษัทผลิตสินค้าประเภทนี้ ที่มีขนาดใหญ่ มีไม่กี่บริษัทหรอกครับ
และฐานการตลาดแน่นปึก ส่วนแบ่งตลาด ค่อนข้างมั่นคง ที่จะแป๊กมันค่อนข้างยาก
ถ้าไปโตในตลาดใหม่ เอาแค่ CLMV ก็เยอะแล้วครับ

สำหรับ โอสถ ตอนนี้ยังมโนว่า สวัสดีปีใหม่  อยากจะได้เห็นสักเด้งหนึ่ง จากช่วงนี้ครับ"
1,"ผู้บริหารมาจากยูนิรีเวอร์ยกชุดพร้อมทีมงาน
เมื่อ อาทิตย์ที่แล้ว มีคนเห็นผู้บริหาร คนเดินทางไปอังกฤษ
ถามว่าไปทำไร ท่านบอกว่ามาทำงานครับ"
1,"ด้วยศักยภาพทีมงานที่ดึงมาจากยูนิลิเวอร์
ผมเชื่อว่ามีความเป็นไปได้ครับ แต่ต้องให้เวลาสักหน่อย"
1,ผมขายทำกำไรไปละ
1,"ตอนลงไปเล่นที่ต่ำกว่า 2มีแต่คนด่า หุ้นกงสี ใครจะดื่มกันลิโพ เอ็ม
มาวันนี้จะโกอินเตอร์ 55555ตลกดี
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,จริงครับ
-1,"ติด high ตั้งแต้วันแรกที่เข้า trade
ตอนลงไป  บาท ใจเสียเลยครับ
ติดดอยเป็นประจำครับ"
1,ตัวน่าฐานแน่นธุระกิจมั่นคงช้าแต่ชัวรด้งมาแน่รอหน่อย
-1,"ขายของ Lazada แบบไม่ให้เก็บเงินปลายทางตอนนี้ทำได้หรือป่าวครับ
มเจอปัญหาสังของเเล้วคืนเพราะได้ที่อืนเร็วกว่า
างทีไม่มีทุนเวลาลูกค่าสังของในจำนวนเยอะๆไม่ยากเสียงเวลาลูกค้าไม่รับของเเล้วคืน
ราอยากส่งแบบ  EMS ถูกกว่าได้ของเหมือนกัน

ต้องทำยังไงครับเพราะใน  Lazada ไม่ได้มีตัวเลือกว่าให้จ่ายแบบใหน
ผมเห็น Kerry  เก็บเงินปลายทางก็จริงแต่ราคาไม่ได้จริงสำหรับคนขายเลยครับ"
-1,ไม่รู้สิ เราลงสินค้าัว ขายลาซาด้าได้ัน ไม่มีคนชื้อเลย สินค้าจะลงตัวที่สองก็ไม่ผ่าน งง เป็นอะไรที่ยุ่งยากชับช้อนมาแอพนี้ ไม่เหมือนช้อปปี้เลย
1,ได้ยินมาว่า Lazada ตอนนี้ บังคับให้ต้องมีเก็บเงินปลายทางครับ
1,"สวัสดีครับ คุณสมาชิกหมายเลข 
แอดมินดูแลเพิ่มเติมให้นะคะ รบกวนแจ้งเป็นชื่อรหัสร้านค้า อีเมล์ และเบอร์โทรศัพท์ เข้ามาทางหลังไมค์เพื่อตรวจสอบอีกครั้ง ต้องขออภัยสำหรับความไม่สะดวกที่เกิดกับคุณสมาชิกด้วยนครับ

Customer Care Team"
1,"ขอเล่าก่อนนะครับ

ตอนนี้ผมเรียนปริญญาตรี เกี่ยวกับการจัดการธุรกิจ ได้เรียนทุกอย่างเกี่ยวกับธุรกิจ เช่น การตลาด การเงิน บัญชี และอื่นๆ แต่สาขาที่ผมเรียนไม่ได้อยู่ในคณะบริหารธุรกิจ ซึ่งตอนนี้ผมมีความคิดอยากทำงานราชการ ในตำแหน่งนักวิชาการเงินและบัญชี กระทรวงพาณิชย์
แต่พอไปดูการกำหนดการรับสมัคร ไม่มีวุฒิที่ตรงกับผม วุฒิที่ผมได้คือ วุฒิศิลปสาสตร์

ผมจึงอยากเรียนต่อ ปโท คณะบริหารธุรกิจ สาขาการเงิน เพื่อนำวุฒิบริหารธุรกิจ มาสมัครสอบเข้าราชการ ในตำแหน่ง นักวิชาการเงินและบัญชี  ในกระทรวงพาณิชย์ หรือกระทรวงไหนก็ได้ครับ

ผมเลยมีคำถามครับ
วุฒิ ปโท สมัครเข้าราชการยากไหมครับ เพราะเห็นส่วนใหญ่รับแต่วุฒิ ปตรี 
ถ้าผมอยากมุ่งตำแหน่ง นักวิชาการเงินและบัญชี 
ในตำแหน่งเดียวกัน แต่คนละกระทรวง ข้อสอบเหมือนกันมั้ยครับ แล้วควรอ่านอะไรเพื่อใช้สอบได้ในทุกกระทรวง 
ผมควรสอบตำแหน่งนักวิชาการเงินและบัญชี ในกระทรวงไหน เพื่อให้ถูกกระทรวงอื่นๆเรียกใช้บัญชีครับ 
มีตำแหน่งไหนที่น่าสนใจ นอกเหนือจาก นักวิชาการเงินและบัญชีไหมครับ 

มีข้อแนะนำผมเพิ่มเติมแนะนำผมได้เลยครับ

ขอบคุณครับ"
1,"สมัครปริญญาตรี ใบที่สอง
รามคำแหง มสธ"
1,"คหสต
ตอนสมัครเรียนครั้งเเรก ทำไมถึงเลือกเรียน digital marketting เเละเเปลกมากที่ชื่อวุฒิไม่เป็นบริหารธุรกิจ เเต่เป็นศิลปศาสตร์
วุฒิ ป โทสมัครได้ไหม
 ได้ครับ เช่น ตำเเหน่งนักวิชาการพาณิชย์ สายงานหลัก เเต่รับน้อยเเละ นานๆ เปิดรับครั้งหนึ่ง
ถ้าผมมุ่งตำเเหน่งนักวิชาการเงิน ข้อสอบเหมือนกันไหม เเละควรอ่านอะไรเพื่อสอบได้ทุกกระทรวง
 มุ่งไม่ได้ครับ นักวิชาการเงินเเละบัญชี ไม่ได้รับวุฒิศิลปศาสตร์ เเละตั้งเเต่เคยสอบราชการมา ไม่เคยเจอหน่วยงานไหนรับวุฒิ ป โท มีเเต่รับ ป ตรีครับ เเนวข้อสอบ พรบพื้นฐานคล้ายกัน เเต่ใน พรบเฉพาะเเละลักษณะข้อสอบอาจเเตกต่างกันครับ
ผมควรสอบนักวิชาการเงินในกระทรวงไหนเพื่อให้ กระทรวงอื่นเรียกใช้
 ไม่ทราบครับ การถูกดึงบัญชี ขึ้นอยู่กับหลายปัจจัย เเต่ถ้าเป็นผมเลือกสอบในกระทรวงใหญ่ ๆ ไว้ก่อน
มีตำเเหน่งไหนที่น่าสนใจนอกเหนิอจากนักวิชาการเงินไหมครับ
 มีครับ เเต่คุณต้องตอบมาก่อนว่าอยากทำงานลักษณะใด ค่าตอบเเทนเเบบใด หรือเเบบข้าราชการทั่วไป
เจ้าของกระทู้ควรเรียน ปตรี อีกใบ ที่ รามคำเเหง หรือ มสธ ครับ จะเรียนเป็นบริหาร บัญชี หรือถ้าอยากสอบได้หลาย ๆ ตำเเหน่งผมเชียร์นิติศาสตร์ครับ
น้อง ๆ ที่ได้อ่านกระทู้นี้ ขอให้ศึกษาหลักสูตรที่เราจะเรียนให้ดีนะครับ ในปัจจุบัน มหาวิทยาลัยเอกชน เเละมหาวิทยาลัยราชภัฏ บางเเห่ง ได้ใช้ชื่อหลักสูตร เป็นชื่อที่น่าสนใจ เเละใส่ชื่ออาชีพลงไป เช่น หลักสูตรเกี่ยวกับเกมออนไลน์ หลักสูตรเกี่ยวกับตำรวจ หลักสูตรเกี่ยวกับธุรกิจการบิน
 ซึ่งหลักสูตรดังกล่าว จบออกมาก็ได้วุฒิทั่วไป เช่นของเจ้าของกระทู้ เเละไม่ได้สร้างโอกาสในการได้เข้าทำงานเเต่อย่างใด เช่น จบหลักสูตรเกี่ยวกับตำรวจขอวมหาวิทยาลัยราชภัฏเเห่งหนึ่ง ปัจจุบันนำคำว่าราชภัฏออกไปเเล้วครับ จบมาก็ได้วุฒิ รัฐประศาสนศาสตร เเละไม่ได้บรรจุเป็นตำรวจเเต่อย่างใด เเถมมหาวิทยาลัยชื่อเสียงสู้มหาวิทยาลัยดังไม่ได้ สิ่งที่เกิดต่อมาคือภาคเอกชนไม่ให้การยอมรับ เเละภาคราชการก็ต้องสอบ ผลที่ตามมาคือตกงาน จบมาก็เหมือนคนจบจากมหาวิทยาลัยทั่วไป เเละเป็นมหาวิทยาลัยที่ไม่ได้รับการยอมรับจากภาคเอกชน ก่อนเรียนอะไรศึกษาให้ดี เเละเน้นมหาวิทยาลัยชื่อดังดีกว่าครับ
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,แนะนำเรียน ป ตรีเพิ่มค่ะ แต่ก่อนเรียน ดูการรับรองคุณวุฒิด้วยว่า สาขาไหน หรือทางไหน เพราะบางทีชื่อวุฒิอย่างนึง แต่ กพ รับรองให้เป็นอีกทางนึง แล้วมันก็จะสมัครไม่ได้
